Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Centro,Merlot,2024,2,3619,14564612.19,10414141.04
Sucursal Centro,Pinot Noir,2024,2,6140,57147718.02,40884110.7
Sucursal Centro,Chardonnay,2024,2,6492,39752007.38,27699380.65
Sucursal Centro,Sauvignon Blanc,2024,2,3709,15380020.67,11228526.89
Sucursal Sur,Cabernet Sauvignon,2024,2,7111,45796381.45,29695026.24
Sucursal Sur,Merlot,2024,2,4063,14034274.65,9595010.76
Sucursal Sur,Pinot Noir,2024,2,5679,59844392.74,45985782.94
Sucursal Sur,Chardonnay,2024,2,6141,32875769.7,23815133.81
Sucursal Sur,Sauvignon Blanc,2024,2,3157,11811460.13,9201354.49
Sucursal Norte,Cabernet Sauvignon,2024,3,7813,50888495.31,30989442.3
Sucursal Norte,Merlot,2024,3,3707,14470770.17,8914985.38
Sucursal Norte,Pinot Noir,2024,3,5875,62234271.62,42849965.76
Sucursal Norte,Chardonnay,2024,3,6094,38874616.19,31021505.55
Sucursal Norte,Sauvignon Blanc,2024,3,3523,12614906.69,8867828.01
Sucursal Centro,Cabernet Sauvignon,2024,3,7896,45953375.37,32896644.73
Sucursal Centro,Merlot,2024,3,4247,14386670.92,10838980.0
Sucursal Centro,Pinot Noir,2024,3,6295,59669095.82,39937568.5
Sucursal Centro,Chardonnay,2024,3,6774,42925544.76,29704231.14
Sucursal Centro,Sauvignon Blanc,2024,3,3640,14001705.22,9060685.87
Sucursal Sur,Cabernet Sauvignon,2024,3,6602,37928609.41,24664811.67
Sucursal Sur,Merlot,2024,3,3882,13595405.91,10188641.86
Sucursal Sur,Pinot Noir,2024,3,6337,61893599.5,44784688.04
Sucursal Sur,Chardonnay,2024,3,7145,38976437.06,29356758.89
Sucursal Sur,Sauvignon Blanc,2024,3,3489,12980973.03,9213006.0
Sucursal Norte,Cabernet Sauvignon,2024,4,7633,46075771.97,36166605.65
Sucursal Norte,Merlot,2024,4,4216,16362012.66,11195579.42
Sucursal Norte,Pinot Noir,2024,4,5621,53581151.41,32704314.26
Sucursal Norte,Chardonnay,2024,4,7188,42941519.7,27657835.49
Sucursal Norte,Sauvignon Blanc,2024,4,3330,13120755.02,10455316.53
Sucursal Centro,Cabernet Sauvignon,2024,4,6920,44796331.19,29899655.16
Sucursal Centro,Merlot,2024,4,4083,14527145.18,10962048.99
Sucursal Centro,Pinot Noir,2024,4,5611,51601431.19,34502179.76
Sucursal Centro,Chardonnay,2024,4,6232,36694846.65,24275245.28
Sucursal Centro,Sauvignon Blanc,2024,4,3643,13550605.96,8456371.15
Sucursal Sur,Cabernet Sauvignon,2024,4,7602,51032802.06,31685522.68
Sucursal Sur,Merlot,2024,4,3686,14396904.06,10748146.72
Sucursal Sur,Pinot Noir,2024,4,6040,65728245.93,46521882.85
Sucursal Sur,Chardonnay,2024,4,6852,42288735.38,27851756.39
Sucursal Sur,Sauvignon Blanc,2024,4,3712,15451100.58,11978056.23
Sucursal Norte,Cabernet Sauvignon,2024,5,6952,45894230.13,34801816.46
Sucursal Norte,Merlot,2024,5,4242,15240405.35,10892425.69
Sucursal Norte,Pinot Noir,2024,5,6152,65741291.53,50082236.91
Sucursal Norte,Chardonnay,2024,5,6223,34042450.04,24788278.88
Sucursal Norte,Sauvignon Blanc,2024,5,3808,15096744.75,9238045.34
Sucursal Centro,Cabernet Sauvignon,2024,5,7490,48513265.94,29521810.53
Sucursal Centro,Merlot,2024,5,4394,16108269.5,12238143.84
Sucursal Centro,Pinot Noir,2024,5,6471,67928670.28,42792167.71
Sucursal Centro,Chardonnay,2024,5,6452,38806684.64,29634763.74
Sucursal Centro,Sauvignon Blanc,2024,5,3510,14459603.99,10584819.04
Sucursal Sur,Cabernet Sauvignon,2024,5,7794,47366973.71,32087431.04
Sucursal Sur,Merlot,2024,5,3767,13287885.93,9674239.77
Sucursal Sur,Pinot Noir,2024,5,6299,63426318.6,40191006.54
Sucursal Sur,Chardonnay,2024,5,6197,34035385.85,21052448.62
Sucursal Sur,Sauvignon Blanc,2024,5,3576,12761775.86,9225796.39
Sucursal Norte,Cabernet Sauvignon,2024,6,7375,45790485.68,32680688.05
Sucursal Norte,Merlot,2024,6,4263,15023187.81,10548936.0
Sucursal Norte,Pinot Noir,2024,6,6201,58611718.71,38335200.09
Sucursal Norte,Chardonnay,2024,6,6049,37891644.26,25279892.42
Sucursal Norte,Sauvignon Blanc,2024,6,3520,13787798.63,10390629.13
Sucursal Centro,Cabernet Sauvignon,2024,6,7367,48663735.36,37223909.89
Sucursal Centro,Merlot,2024,6,4397,16496448.89,12057957.31
Sucursal Centro,Pinot Noir,2024,6,5734,55185285.26,35501544.81
Sucursal Centro,Chardonnay,2024,6,6583,35470894.11,23164757.21
Sucursal Centro,Sauvignon Blanc,2024,6,3848,13673288.77,8662530.07
Sucursal Sur,Cabernet Sauvignon,2024,6,7030,42117123.62,29766608.89
Sucursal Sur,Merlot,2024,6,4369,16951158.74,12853929.28
Sucursal Sur,Pinot Noir,2024,6,6728,64156122.59,41913926.39
Sucursal Sur,Chardonnay,2024,6,6051,36938502.02,28939160.59
Sucursal Sur,Sauvignon Blanc,2024,6,3409,12539468.79,9372459.54
Sucursal Norte,Cabernet Sauvignon,2024,7,7235,45427696.67,30041904.12
Sucursal Norte,Merlot,2024,7,3839,12974242.09,8202541.97
Sucursal Norte,Pinot Noir,2024,7,6680,65533238.24,45368562.84
Sucursal Norte,Chardonnay,2024,7,6818,40760244.44,26862611.79
Sucursal Norte,Sauvignon Blanc,2024,7,3557,13237721.96,9675136.25
Sucursal Centro,Cabernet Sauvignon,2024,7,7413,45750954.69,28230295.64
Sucursal Centro,Merlot,2024,7,4218,15906558.9,9864254.83
Sucursal Centro,Pinot Noir,2024,7,6657,71606158.53,47122641.2
Sucursal Centro,Chardonnay,2024,7,6802,39864830.48,25163777.2
Sucursal Centro,Sauvignon Blanc,2024,7,3709,13786719.78,8866827.47
Sucursal Sur,Cabernet Sauvignon,2024,7,7300,43232652.77,31497277.63
Sucursal Sur,Merlot,2024,7,4023,14214296.47,10664542.48
Sucursal Sur,Pinot Noir,2024,7,5638,55608430.9,38896466.65
Sucursal Sur,Chardonnay,2024,7,6321,36530860.81,21964141.5
Sucursal Sur,Sauvignon Blanc,2024,7,3232,11944099.6,7857359.54
Sucursal Norte,Cabernet Sauvignon,2024,8,7038,45847485.81,35972446.43
Sucursal Norte,Merlot,2024,8,4258,15394321.49,11188052.4
Sucursal Norte,Pinot Noir,2024,8,5960,58939770.62,42586355.5
Sucursal Norte,Chardonnay,2024,8,6645,36511869.34,23534921.81
Sucursal Norte,Sauvignon Blanc,2024,8,3689,13589556.1,8925368.93
Sucursal Centro,Cabernet Sauvignon,2024,8,7136,48059650.73,36097944.71
Sucursal Centro,Merlot,2024,8,4368,17556690.93,11010863.49
Sucursal Centro,Pinot Noir,2024,8,6540,64955196.66,47247206.94
Sucursal Centro,Chardonnay,2024,8,6460,33893915.65,24675324.89
Sucursal Centro,Sauvignon Blanc,2024,8,3693,13274611.45,9798979.36
Sucursal Sur,Cabernet Sauvignon,2024,8,7268,47179005.53,28921379.95
Sucursal Sur,Merlot,2024,8,4048,16142430.25,12379968.99
Sucursal Sur,Pinot Noir,2024,8,5697,59631518.67,36125280.83
Sucursal Sur,Chardonnay,2024,8,6471,37430375.36,25285375.54
Sucursal Sur,Sauvignon Blanc,2024,8,3513,13561799.5,10355585.31
Sucursal Norte,Cabernet Sauvignon,2024,9,7054,44123883.77,28206614.98
Sucursal Norte,Merlot,2024,9,4116,15544481.33,11986699.35
Sucursal Norte,Pinot Noir,2024,9,6539,59547618.1,37817022.41
Sucursal Norte,Chardonnay,2024,9,6275,37094016.95,27052990.88
Sucursal Norte,Sauvignon Blanc,2024,9,3541,12962774.53,8312368.72
Sucursal Centro,Cabernet Sauvignon,2024,9,7855,44333251.12,28956839.06
Sucursal Centro,Merlot,2024,9,3910,13476634.41,10409636.55
Sucursal Centro,Pinot Noir,2024,9,6356,69622906.12,51816528.57
Sucursal Centro,Chardonnay,2024,9,5996,34288447.2,25212916.84
Sucursal Centro,Sauvignon Blanc,2024,9,3325,13470339.37,8194701.36
Sucursal Sur,Cabernet Sauvignon,2024,9,7378,42067412.93,32374053.73
Sucursal Sur,Merlot,2024,9,4083,15216463.86,11986224.52
Sucursal Sur,Pinot Noir,2024,9,6331,69418738.16,54925685.05
Sucursal Sur,Chardonnay,2024,9,6461,40987575.01,28568165.78
Sucursal Sur,Sauvignon Blanc,2024,9,3641,14588024.06,11451835.52
Sucursal Norte,Cabernet Sauvignon,2024,10,6959,44555061.72,31769604.15
Sucursal Norte,Merlot,2024,10,3934,13193445.69,9029156.34
Sucursal Norte,Pinot Noir,2024,10,6757,60797466.58,41365580.04
Sucursal Norte,Chardonnay,2024,10,5958,35894154.31,23594100.82
Sucursal Norte,Sauvignon Blanc,2024,10,3194,10959220.19,6942547.63
Sucursal Centro,Cabernet Sauvignon,2024,10,6614,37926800.93,25149482.36
Sucursal Centro,Merlot,2024,10,4302,14197851.36,10711303.06
Sucursal Centro,Pinot Noir,2024,10,6067,58365416.91,46128135.3
Sucursal Centro,Chardonnay,2024,10,6958,42597024.36,30832870.17
Sucursal Centro,Sauvignon Blanc,2024,10,3212,12760455.23,9580012.37
Sucursal Sur,Cabernet Sauvignon,2024,10,7744,48424864.23,33553276.15
Sucursal Sur,Merlot,2024,10,3635,13653288.22,9318293.23
Sucursal Sur,Pinot Noir,2024,10,6388,60687768.42,41672141.42
Sucursal Sur,Chardonnay,2024,10,6014,34930872.02,27784354.79
Sucursal Sur,Sauvignon Blanc,2024,10,3401,13827675.85,8416570.77
Sucursal Norte,Cabernet Sauvignon,2024,11,6720,43769300.07,27445495.96
Sucursal Norte,Merlot,2024,11,4264,16319573.73,11476417.84
Sucursal Norte,Pinot Noir,2024,11,5779,58165193.65,45486775.66
Sucursal Norte,Chardonnay,2024,11,6719,35849375.24,25608422.66
Sucursal Norte,Sauvignon Blanc,2024,11,3291,12932950.67,8126665.18
Sucursal Centro,Cabernet Sauvignon,2024,11,7895,51499305.45,31564348.99
Sucursal Centro,Merlot,2024,11,4275,14694953.4,9592771.78
Sucursal Centro,Pinot Noir,2024,11,5870,57206931.01,44637067.51
Sucursal Centro,Chardonnay,2024,11,7168,39923620.52,25357983.99
Sucursal Centro,Sauvignon Blanc,2024,11,3461,12233720.33,9737193.29
Sucursal Sur,Cabernet Sauvignon,2024,11,7964,53539748.32,34121410.16
Sucursal Sur,Merlot,2024,11,4211,14644121.7,8953788.52
Sucursal Sur,Pinot Noir,2024,11,6638,63090606.07,37863132.04
Sucursal Sur,Chardonnay,2024,11,6866,41134473.26,27523505.96
Sucursal Sur,Sauvignon Blanc,2024,11,3533,12131526.21,9640478.44
Sucursal Norte,Cabernet Sauvignon,2024,12,6598,39021672.51,25993462.52
Sucursal Norte,Merlot,2024,12,4341,17338549.78,12012309.73
Sucursal Norte,Pinot Noir,2024,12,6544,63907750.56,44843907.64
Sucursal Norte,Chardonnay,2024,12,7101,41571514.27,27685152.98
Sucursal Norte,Sauvignon Blanc,2024,12,3489,13340780.87,8891505.1
Sucursal Centro,Cabernet Sauvignon,2024,12,7160,48551456.71,36401976.58
Sucursal Centro,Merlot,2024,12,4143,14923455.05,11518706.8
Sucursal Centro,Pinot Noir,2024,12,6040,57875730.84,42919380.46
Sucursal Centro,Chardonnay,2024,12,6904,41295069.35,29762393.07
Sucursal Centro,Sauvignon Blanc,2024,12,3767,14990382.85,9891595.46
Sucursal Sur,Cabernet Sauvignon,2024,12,7099,45782288.59,32557142.63
Sucursal Sur,Merlot,2024,12,4063,14522062.28,10803772.6
Sucursal Sur,Pinot Noir,2024,12,6788,72347994.12,53791951.97
Sucursal Sur,Chardonnay,2024,12,6231,34158839.3,23930553.42
Sucursal Sur,Sauvignon Blanc,2024,12,3655,14074547.38,11006295.42
